acct_id;alpha;acct_num;owner_name;last_visit_dt;last_full_insp_dt;last_insp_stat;prem_addr;bin;number;street;communitydistrict;citycouncildistrict;bbl;cent_latitude;cent_longitude;zipcode;borough;census_tract;nta
1017;AA;34272765;19 W 44TH ST;10/21/2014 00:00:00;10/21/2014 00:00:00;NOT APPROVAL(W/REASON);4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1018;AA;35001163;CBRE ASSET SERVICES;01/06/2015 00:00:00;01/06/2015 00:00:00;NOT APPROVAL(W/REASON);4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1019;AA;35032424;CBRE ASSET SERVICES;02/10/2015 00:00:00;02/10/2015 00:00:00;NOT APPROVAL(W/REASON);4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1020;N;35108638;HINES;11/15/2016 00:00:00;11/15/2016 00:00:00;APPROVAL;4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1021;N;35108794;HINES INTERESTS;11/25/2015 00:00:00;11/25/2015 00:00:00;APPROVAL;4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1022;AA;35112283;4 NYP VENTURES LLC;04/28/2015 00:00:00;04/28/2015 00:00:00;NOT APPROVAL(W/REASON);4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1023;AA;35168541;4 NYP VENTURES LLC;06/24/2015 00:00:00;06/24/2015 00:00:00;NOT APPROVAL(W/REASON);4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1024;N;35172121;HINES INTEREST;07/07/2015 00:00:00;07/07/2015 00:00:00;APPROVAL;4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1025;AA;35223031;4NYP VENTURES LLP;08/20/2015 00:00:00;08/20/2015 00:00:00;NOT APPROVAL(W/REASON);4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1026;N;35237866;CBRE ASSET SERVICES;11/09/2015 00:00:00;11/09/2015 00:00:00;APPROVAL;4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1027;N;35267160;4 NYP VENTURES LLC;11/30/2015 00:00:00;11/30/2015 00:00:00;APPROVAL;4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1028;B;35281732;KINDERCARE EDUCATION AT;12/26/2018 00:00:00;12/26/2018 00:00:00;APPROVAL;4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1029;B;35320787;CREATIVE;04/06/2018 00:00:00;04/06/2018 00:00:00;APPROVAL;4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1030;AA;35330158;CBRE;11/09/2015 00:00:00;11/09/2015 00:00:00;NOT APPROVAL(W/REASON);4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1031;N;35332451;HINES INTERESTS;06/08/2016 00:00:00;06/08/2016 00:00:00;APPROVAL;4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1032;T;35374362;HINES INTERESTS;04/30/2016 00:00:00;04/30/2016 00:00:00;APPROVAL;4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1033;AA;35381649;HINES INTERESTS;12/22/2015 00:00:00;12/22/2015 00:00:00;NOT APPROVAL(W/REASON);4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1034;N;36087997;JP MORGAN CHASE;04/26/2018 00:00:00;04/26/2018 00:00:00;APPROVAL;4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1035;AA;36105294;CBRE;04/12/2016 00:00:00;04/12/2016 00:00:00;NOT APPROVAL(W/REASON);4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1036;AA;36118909;CBRE;04/21/2016 00:00:00;04/21/2016 00:00:00;NOT APPROVAL(W/REASON);4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1037;N;36159689;4 NYP VENTURES LLC;06/22/2016 00:00:00;06/22/2016 00:00:00;APPROVAL;4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1038;AA;36191625;CBRE;06/16/2016 00:00:00;06/16/2016 00:00:00;NOT APPROVAL(W/REASON);4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1039;N;36205854;HINES INTERESTS;08/03/2016 00:00:00;08/03/2016 00:00:00;APPROVAL;4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1040;AA;36229284;CBRE;07/18/2016 00:00:00;07/18/2016 00:00:00;NOT APPROVAL(W/REASON);4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1041;AA;36240497;EDGE FUNDS ADVISORS;07/26/2016 00:00:00;07/26/2016 00:00:00;NOT APPROVAL(W/REASON);4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1042;AA;36277119;EDGE FUNDS ADVISORS;08/24/2016 00:00:00;08/24/2016 00:00:00;NOT APPROVAL(W/REASON);4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1043;AA;36278950;CB RICHARD ELLIS;08/25/2016 00:00:00;08/25/2016 00:00:00;NOT APPROVAL(W/REASON);4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1044;AA;36302008;EDGE FUND ADVISORS;09/16/2016 00:00:00;09/16/2016 00:00:00;NOT APPROVAL(W/REASON);4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1045;N;36308526;CBRE;09/05/2018 00:00:00;09/05/2018 00:00:00;NOT APPROVAL(VIO);4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1046;N;36342210;EDGE FUND ADVISORS;01/31/2017 00:00:00;01/31/2017 00:00:00;APPROVAL;4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1047;N;36378297;EDGE FUNDS ADVISORS;02/15/2017 00:00:00;02/15/2017 00:00:00;APPROVAL;4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1048;N;36378313;EDGE FUND ADVISOR;02/28/2017 00:00:00;02/28/2017 00:00:00;APPROVAL;4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1049;AA;37076270;EDGE FUND ADVISORS;03/16/2017 00:00:00;03/16/2017 00:00:00;NOT APPROVAL(W/REASON);4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1050;AA;37079647;FINANCIER PATISSEERIE;03/17/2017 00:00:00;03/17/2017 00:00:00;NOT APPROVAL(W/REASON);4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1051;N;37107190;EDGE FUND ADVISORS;05/11/2017 00:00:00;05/11/2017 00:00:00;APPROVAL;4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1052;N;37183647;EDGE FUNDS ADVISORS;10/12/2017 00:00:00;10/12/2017 00:00:00;APPROVAL;4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1053;AA;37248119;EDGE FUND ADVISORS;08/10/2017 00:00:00;08/10/2017 00:00:00;NOT APPROVAL(W/REASON);4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1054;N;37331642;EDGE FUND ADVISORS;02/06/2018 00:00:00;02/06/2018 00:00:00;APPROVAL;4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1055;N;37377751;EDGE FUNDS ADVISORS;01/25/2018 00:00:00;01/25/2018 00:00:00;APPROVAL;4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1056;AA;38215182;EDGE FUND ADVISORS LLC;06/22/2018 00:00:00;06/22/2018 00:00:00;NOT APPROVAL(W/REASON);4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1057;AA;38253910;EDGE FUNDS ADVISORS;07/26/2018 00:00:00;07/26/2018 00:00:00;NOT APPROVAL(W/REASON);4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1058;AA;38345807;EDGE FUND ADVISORS LLC;10/19/2018 00:00:00;10/19/2018 00:00:00;NOT APPROVAL(W/REASON);4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1059;G;70054168;4 NYP VENTURES LLC;06/30/2016 00:00:00;06/30/2016 00:00:00;APPROVAL;4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1060;S;86057197;4 NYP VENTURES LLC;11/07/2018 00:00:00;11/07/2018 00:00:00;APPROVAL;4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1061;B;86067584;4 NYP VENTURES, LLC;08/02/2018 00:00:00;08/02/2018 00:00:00;APPROVAL;4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1062;B;89006142;4 NYP VENTURE LLC;09/10/2018 00:00:00;01/25/2018 00:00:00;APPROVAL;4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1063;R;94051786;4 NYP VENTURES LLC;11/07/2018 00:00:00;11/07/2018 00:00:00;APPROVAL;4 NEW YORK PLZ;1000007;4;NEW YORK PLZ;101;1;1000050010;40.702717;-74.010716;10004;MN;9;Battery Park City-Lower Manhattan
1064;G;1324284;DEAD RABBIT TAVERN;10/16/2018 00:00:00;10/16/2018 00:00:00;NOV(NO HOLD);30 WATER ST;1000008;30;WATER ST;101;1;1000070027;40.703295;-74.011023;10004;MN;9;Battery Park City-Lower Manhattan
1068;B;36210748;DRT GROUP LLC;08/24/2018 00:00:00;08/24/2018 00:00:00;APPROVAL;30 WATER ST;1000008;30;WATER ST;101;1;1000070027;40.703295;-74.011023;10004;MN;9;Battery Park City-Lower Manhattan
1069;P;97012165;D R T GROUP LLC.;09/23/2015 00:00:00;09/23/2015 00:00:00;APPROVAL;30 WATER ST;1000008;30;WATER ST;101;1;1000070027;40.703295;-74.011023;10004;MN;9;Battery Park City-Lower Manhattan
1070;A;98004500;THE DEAD RABBIT;09/19/2018 00:00:00;07/02/2018 00:00:00;NOT APPROVAL(W/REASON);30 WATER ST;1000008;30;WATER ST;101;1;1000070027;40.703295;-74.011023;10004;MN;9;Battery Park City-Lower Manhattan
1071;A;32048696;ROCKWELLS(1FL&2ND-PREP);09/17/2014 00:00:00;09/17/2014 00:00:00;APPROVAL;105 BROAD ST;1000012;105;BROAD ST;101;1;1000070031;40.703185;-74.011344;10004;MN;9;Battery Park City-Lower Manhattan
1074;P;96085576;ROCKWELLS;02/14/2018 00:00:00;02/14/2018 00:00:00;APPROVAL;105 BROAD ST;1000012;105;BROAD ST;101;1;1000070031;40.703185;-74.011344;10004;MN;9;Battery Park City-Lower Manhattan
1076;G;1148519;PEARL 60 LLC;09/08/2016 00:00:00;09/08/2016 00:00:00;NOT APPROVAL(W/REASON);60 PEARL ST;1000014;60;PEARL ST;101;1;1000070038;40.70344;-74.011084;10004;MN;9;Battery Park City-Lower Manhattan
1078;G;27148592;BOMBAY INDIA CUISINE/1FL;02/20/2014 00:00:00;02/20/2014 00:00:00;APPROVAL;60 PEARL ST;1000014;60;PEARL ST;101;1;1000070038;40.70344;-74.011084;10004;MN;9;Battery Park City-Lower Manhattan
1079;P;28003200;VIDHAN FOODS INC.;12/26/2017 00:00:00;12/26/2017 00:00:00;APPROVAL;60 PEARL ST;1000014;60;PEARL ST;101;1;1000070038;40.70344;-74.011084;10004;MN;9;Battery Park City-Lower Manhattan
1081;G;34029561;MOHAMAR MATOS AMARANTE;02/06/2014 00:00:00;01/02/2014 00:00:00;APPROVAL;60 PEARL ST;1000014;60;PEARL ST;101;1;1000070038;40.70344;-74.011084;10004;MN;9;Battery Park City-Lower Manhattan
1082;A;34153411;BOMBAY INDIAN REST;07/24/2018 00:00:00;07/24/2018 00:00:00;APPROVAL;60 PEARL ST;1000014;60;PEARL ST;101;1;1000070038;40.70344;-74.011084;10004;MN;9;Battery Park City-Lower Manhattan
1083;F;36298677;PEARL 60,LLP;09/18/2017 00:00:00;11/15/2016 00:00:00;NOT APPROVAL(W/REASON);60 PEARL ST;1000014;60;PEARL ST;101;1;1000070038;40.70344;-74.011084;10004;MN;9;Battery Park City-Lower Manhattan
1084;G;1373687;VERIZON;10/14/2015 00:00:00;09/24/2015 00:00:00;NOT APPROVAL(W/REASON);104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1091;AA;26209288;VERIZON;01/12/2015 00:00:00;01/12/2015 00:00:00;NOT APPROVAL(W/REASON);104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1094;E;30181515;VERIZON;03/19/2015 00:00:00;03/19/2015 00:00:00;APPROVAL;104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1098;N;33134610;VERIZON;01/17/2014 00:00:00;01/17/2014 00:00:00;APPROVAL;104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1105;AA;34005942;KM ASSOC OF NY INC;06/10/2014 00:00:00;06/10/2014 00:00:00;NOT APPROVAL(W/REASON);104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1106;AA;34022004;VERIZON;01/29/2014 00:00:00;01/29/2014 00:00:00;NOT APPROVAL(W/REASON);104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1107;AA;34071175;VERIZON NEW YORK INC;05/26/2015 00:00:00;05/26/2015 00:00:00;NOT APPROVAL(W/REASON);104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1108;R;34202614;VERIZON;11/28/2017 00:00:00;11/28/2017 00:00:00;APPROVAL;104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1109;AA;34223719;VERIZON;10/29/2014 00:00:00;10/29/2014 00:00:00;NOT APPROVAL(W/REASON);104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1110;AA;34223727;VERIZON;10/28/2014 00:00:00;10/28/2014 00:00:00;NOT APPROVAL(W/REASON);104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1111;AA;34223735;VERIZON;10/28/2014 00:00:00;10/28/2014 00:00:00;NOT APPROVAL(W/REASON);104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1112;AA;34232595;VERIZON;09/08/2014 00:00:00;09/08/2014 00:00:00;NOT APPROVAL(W/REASON);104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1113;AA;34232603;VERIZON;09/08/2014 00:00:00;09/08/2014 00:00:00;NOT APPROVAL(W/REASON);104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1114;AA;34232611;VERIZON;09/08/2014 00:00:00;09/08/2014 00:00:00;NOT APPROVAL(W/REASON);104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1115;S;34247049;BRADSHAW MECHANICAL CO.;09/15/2014 00:00:00;09/15/2014 00:00:00;APPROVAL;104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1116;AA;34254433;VERIZON;10/01/2014 00:00:00;10/01/2014 00:00:00;NOT APPROVAL(W/REASON);104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1117;AA;34269027;VERIZON;10/16/2014 00:00:00;10/16/2014 00:00:00;NOT APPROVAL(W/REASON);104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1118;AA;35009653;VERIZON;04/03/2015 00:00:00;04/03/2015 00:00:00;NOT APPROVAL(W/REASON);104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1119;S;35122993;TITAN INDUSTRIAL SERVICE;04/29/2015 00:00:00;04/29/2015 00:00:00;APPROVAL;104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1120;N;35292457;VERIZON;01/18/2016 00:00:00;01/18/2016 00:00:00;APPROVAL;104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1121;N;35292465;VERIZON;11/09/2015 00:00:00;11/09/2015 00:00:00;APPROVAL;104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1122;N;35292473;VERIZON;10/12/2016 00:00:00;10/12/2016 00:00:00;NOT APPROVAL(VIO);104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1123;N;35318880;VERIZON;03/16/2016 00:00:00;03/16/2016 00:00:00;APPROVAL;104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1124;N;35350701;VERIZON;04/26/2016 00:00:00;04/26/2016 00:00:00;APPROVAL;104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1125;A;35364934;PAR PLUMBING;12/02/2015 00:00:00;12/02/2015 00:00:00;APPROVAL;104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1126;T;36023414;VERIZON;04/05/2016 00:00:00;04/05/2016 00:00:00;NOT APPROVAL(W/REASON);104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1127;AA;36025609;VERIZON;01/28/2016 00:00:00;01/28/2016 00:00:00;NOT APPROVAL(W/REASON);104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1128;AA;36048460;VERIZON;02/18/2016 00:00:00;02/18/2016 00:00:00;NOT APPROVAL(W/REASON);104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1129;T;36073732;VERIZON;03/17/2016 00:00:00;03/17/2016 00:00:00;APPROVAL;104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1130;AA;36191310;VERIZON;06/16/2016 00:00:00;06/16/2016 00:00:00;NOT APPROVAL(W/REASON);104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1131;T;36243350;VERIZON;01/26/2018 00:00:00;01/26/2018 00:00:00;NOT APPROVAL(VIO);104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1132;AA;36321693;VERIZON NEIL BANACH;10/04/2016 00:00:00;10/04/2016 00:00:00;NOT APPROVAL(W/REASON);104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1133;AA;36340537;VERIZON;10/20/2016 00:00:00;10/20/2016 00:00:00;NOT APPROVAL(W/REASON);104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1134;AA;37098860;VERIZON;04/03/2017 00:00:00;04/03/2017 00:00:00;NOT APPROVAL(W/REASON);104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1135;N;37141140;VERIZON;05/24/2017 00:00:00;05/24/2017 00:00:00;APPROVAL;104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1136;N;37221934;VERIZON;12/29/2017 00:00:00;12/29/2017 00:00:00;APPROVAL;104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1137;AA;37245750;VERIZON;08/09/2017 00:00:00;08/09/2017 00:00:00;NOT APPROVAL(W/REASON);104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1138;N;37283082;VERIZON;09/10/2018 00:00:00;09/10/2018 00:00:00;APPROVAL;104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1139;N;37283108;VERIZON;11/28/2018 00:00:00;11/28/2018 00:00:00;APPROVAL;104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1140;AA;38059044;VERIZON;02/22/2018 00:00:00;02/22/2018 00:00:00;NOT APPROVAL(W/REASON);104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1141;AA;38059069;VERIZON;02/22/2018 00:00:00;02/22/2018 00:00:00;NOT APPROVAL(W/REASON);104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1142;P;38077210;VERIZON;03/05/2018 00:00:00;03/05/2018 00:00:00;APPROVAL;104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1143;B;88114640;VERIZON NEW YORK INC.;10/30/2018 00:00:00;10/30/2018 00:00:00;NOV AND VIO(NOV HOLD);104 BROAD ST;1000016;104;BROAD ST;101;1;1000080044;40.703147;-74.011936;10004;MN;9;Battery Park City-Lower Manhattan
1147;AA;33310632;NORTHEAST;01/14/2014 00:00:00;01/14/2014 00:00:00;NOT APPROVAL(W/REASON);6 WATER ST;1000017;6;WATER ST;;;;;;;MN;9;Battery Park City-Lower Manhattan
1149;A;34106260;NORTHEAST INTERIOR SPEC;04/29/2014 00:00:00;04/29/2014 00:00:00;APPROVAL;6 WATER ST;1000017;6;WATER ST;;;;;;;MN;9;Battery Park City-Lower Manhattan
1150;S;34204974;PARKSIDE CONSTRUCTION;07/28/2015 00:00:00;07/28/2015 00:00:00;APPROVAL;6 WATER ST;1000017;6;WATER ST;;;;;;;MN;9;Battery Park City-Lower Manhattan
1151;AA;35060854;MCSAM HOTEL GROUP LLC;03/10/2015 00:00:00;03/10/2015 00:00:00;NOT APPROVAL(W/REASON);6 WATER ST;1000017;6;WATER ST;;;;;;;MN;9;Battery Park City-Lower Manhattan
1152;A;35250455;PARK SIDE CONSTRUCTION B;09/16/2016 00:00:00;09/16/2016 00:00:00;APPROVAL;6 WATER ST;1000017;6;WATER ST;;;;;;;MN;9;Battery Park City-Lower Manhattan
1153;AA;35329127;MCSAM HOTEL GROUP LLC;11/09/2015 00:00:00;11/09/2015 00:00:00;NOT APPROVAL(W/REASON);6 WATER ST;1000017;6;WATER ST;;;;;;;MN;9;Battery Park City-Lower Manhattan
1154;S;35363241;PARK SIDE CONSTRUCTION;12/01/2015 00:00:00;12/01/2015 00:00:00;APPROVAL;6 WATER ST;1000017;6;WATER ST;;;;;;;MN;9;Battery Park City-Lower Manhattan
1155;S;36034809;IMPERIEX CONSTRUCTION;06/26/2017 00:00:00;06/26/2017 00:00:00;APPROVAL;6 WATER ST;1000017;6;WATER ST;;;;;;;MN;9;Battery Park City-Lower Manhattan
