Region,Poblacion,Superficie,Fecha,Nuevos.Sintomaticos,Nuevos.Asintomaticos,Nuevos.No.Notificados,Nuevos.Confirmados,Tasa.Incidencia,Casos.Confirmados,Nuevos.Fallecidos,Casos.Fallecidos,Letalidad,Activos.Confirmados,Activos.Probables,Probables.Acumulados,Recuperados.Confirmados,Fecha.Primer.Contagiado,Periodo.Infeccioso,Pacientes.UCI,Examenes.PCR,Examenes.PCR.Acumulados,Tasa.Positividad,I.Movilidad,Residencias.Sanitarias,Cupos.Residencias.Sanitarias,Usuarios.Residencias.Sanitarias,Vacunados.Primera.Dosis,Vacunados.Segunda.Dosis,Vacunados.Tercera.Dosis,Vacunados.Cuarta.Dosis,Vacunados.Unica.Dosis
Atacama,314709,75176,2020-06-26,43,7,0,50,"15,88769308",887,0,2,"0,2254791432",298,55,71,0,2020-03-14,105,11,232,10375,"21,55172414","6,194887728",6,257,133,0,0,0,0,0
Coquimbo,836096,40579,2020-06-26,43,6,20,69,"8,252640845",2705,1,23,"0,8502772643",660,131,335,0,2020-03-19,100,30,499,14090,"13,82765531","6,945538179",10,544,212,0,0,0,0,0
Valparaiso,1960170,16396,2020-06-26,269,13,33,315,"16,07003474",10797,9,204,"1,889413726",2152,1202,2725,0,2020-03-16,103,133,1029,43847,"30,6122449","8,510288674",12,1091,522,0,0,0,0,0
Metropolitana,8125072,15403,2020-06-26,2058,217,341,2616,"32,19663777",208862,136,4342,"2,078884622",22427,6613,21849,0,2020-03-04,115,1479,9508,611324,"27,5136727","7,996828173",33,3991,2144,0,0,0,0,0
OHiggins,991063,16387,2020-06-26,209,28,31,268,"27,04167142",5136,2,65,"1,265576324",1994,535,821,0,2020-03-19,100,89,437,14993,"61,32723112","5,61727822",4,179,117,0,0,0,0,0
Maule,1131939,30296,2020-06-26,154,22,5,181,"15,99026096",5013,3,39,"0,7779772591",1336,170,336,0,2020-03-03,116,64,853,33284,"21,21922626","5,564518184",10,344,236,0,0,0,0,0
Nuble,511551,13178,2020-06-26,33,7,1,41,"8,01484114",2274,1,31,"1,363236588",375,241,393,0,2020-03-12,107,18,252,17536,"16,26984127","5,827879038",6,318,180,0,0,0,0,0
Biobio,1663696,23890,2020-06-26,189,50,17,256,"15,38742655",5958,3,45,"0,7552870091",1963,377,733,0,2020-03-09,110,69,1852,75950,"13,82289417","5,878562073",16,752,551,0,0,0,0,0
Araucania,1014343,31842,2020-06-26,37,4,0,41,"4,042025232",3105,0,40,"1,288244767",259,46,133,0,2020-03-16,103,18,530,31171,"7,735849057","5,36713873",6,347,211,0,0,0,0,0
Los Rios,405835,18429,2020-06-26,6,5,0,11,"2,710461148",652,0,10,"1,533742331",95,23,45,0,2020-03-16,103,8,312,11011,"3,525641026","4,576654698",4,152,81,0,0,0,0,0
Los Lagos,891440,48583,2020-06-26,31,3,2,36,"4,038409764",1541,1,20,"1,297858533",279,45,76,0,2020-03-07,112,31,1309,53308,"2,750190985","5,217431352",7,270,112,0,0,0,0,0
Aysen,107297,108494,2020-06-26,0,1,0,1,"0,9319925068",30,0,0,0,3,2,2,0,2020-03-14,105,1,57,3393,"1,754385965","3,143020007",2,23,9,0,0,0,0,0
Magallanes,178362,132033,2020-06-26,5,7,0,12,"6,72789047",1397,0,15,"1,07372942",172,1,13,0,2020-03-17,102,3,113,8372,"10,61946903","5,518144546",8,149,99,0,0,0,0,0
Total,19458310,755839,2020-06-26,3422,413,461,4296,"22,0779708",263360,165,5068,"1,92436209",34861,9720,28133,0,2020-03-03,116,2086,18249,982774,"23,54101595","6,90330769",148,9588,5471,0,0,0,0,0
Arica y Parinacota,252110,16873,2020-06-25,29,9,0,38,"15,07278569",1511,1,16,"1,05890139",344,15,52,0,2020-03-19,99,13,213,9684,"17,84037559","5,279837527",8,267,222,0,0,0,0,0
Tarapaca,382773,42225,2020-06-25,58,11,4,73,"19,07135561",5577,1,85,"1,524116909",822,80,193,0,2020-03-23,95,37,384,18273,"19,01041667","5,106511581",11,619,409,0,0,0,0,0
Antofagasta,691854,126049,2020-06-25,237,41,10,288,"41,62727974",7515,9,122,"1,623419827",1708,200,350,0,2020-03-14,104,82,735,24897,"39,18367347","5,181479963",6,285,245,0,0,0,0,0
Atacama,314709,75176,2020-06-25,28,21,3,52,"16,5232008",837,0,2,"0,238948626",285,42,58,0,2020-03-14,104,9,264,10143,"19,6969697","5,968441734",6,257,123,0,0,0,0,0
Coquimbo,836096,40579,2020-06-25,56,29,13,98,"11,72114207",2637,4,22,"0,8342813804",636,124,325,0,2020-03-19,99,27,399,13591,"24,56140351","6,59473054",8,452,196,0,0,0,0,0
Valparaiso,1960170,16396,2020-06-25,257,14,24,295,"15,04971508",10482,8,195,"1,860331998",2072,1158,2583,0,2020-03-16,102,127,794,42818,"37,15365239","8,221633144",12,1091,479,0,0,0,0,0
Metropolitana,8125072,15403,2020-06-25,2473,202,360,3035,"37,35351514",206246,141,4206,"2,039312278",22743,6606,21175,0,2020-03-04,114,1495,9279,601816,"32,70826598","7,567998209",32,3991,2323,0,0,0,0,0
OHiggins,991063,16387,2020-06-25,234,9,15,258,"26,03265383",4868,4,63,"1,294165982",1890,496,754,0,2020-03-19,99,87,420,14556,"61,42857143","5,497077471",4,179,98,0,0,0,0,0
Maule,1131939,30296,2020-06-25,150,23,2,175,"15,46019706",4832,0,36,"0,7450331126",1272,156,299,0,2020-03-03,115,59,794,32431,"22,04030227","5,390110741",10,344,228,0,0,0,0,0
Nuble,511551,13178,2020-06-25,12,2,0,14,"2,736775023",2233,1,30,"1,343484102",370,238,378,0,2020-03-12,106,13,305,17284,"4,590163934","5,995538739",5,286,189,0,0,0,0,0
Biobio,1663696,23890,2020-06-25,178,45,15,238,"14,30549812",5702,2,42,"0,7365836549",1871,407,748,0,2020-03-09,109,68,1830,74098,"13,00546448","5,978438087",13,733,563,0,0,0,0,0
Araucania,1014343,31842,2020-06-25,24,3,0,27,"2,661821494",3064,0,40,"1,305483029",255,52,134,0,2020-03-16,102,18,445,30641,"6,06741573","5,142904566",6,347,201,0,0,0,0,0
Los Rios,405835,18429,2020-06-25,12,0,0,12,"2,956866707",641,0,10,"1,560062402",105,18,40,0,2020-03-16,102,9,235,10699,"5,106382979","4,379952023",4,152,81,0,0,0,0,0
Los Lagos,891440,48583,2020-06-25,17,4,1,22,"2,467917078",1505,1,19,"1,262458472",279,53,83,0,2020-03-07,111,30,1044,51999,"2,107279693","5,093643595",6,230,117,0,0,0,0,0
Aysen,107297,108494,2020-06-25,1,0,0,1,"0,9319925068",29,0,0,0,3,0,0,0,2020-03-14,104,1,73,3336,"1,369863014","3,104771912",2,23,10,0,0,0,0,0
Magallanes,178362,132033,2020-06-25,12,10,0,22,"12,33446586",1385,0,15,"1,083032491",179,1,21,0,2020-03-17,101,3,232,8259,"9,482758621","5,338611078",8,149,103,0,0,0,0,0
Total,19458310,755839,2020-06-25,3778,423,447,4648,"23,88696655",259064,172,4903,"1,892582528",34834,9646,27193,0,2020-03-03,115,2078,17446,964525,"26,64221025","6,642629054",141,9405,5587,0,0,0,0,0
Arica y Parinacota,252110,16873,2020-06-24,23,6,1,30,"11,89956765",1473,3,15,"1,018329939",356,14,50,0,2020-03-19,98,14,115,9471,"26,08695652","5,214286756",8,267,216,0,0,0,0,0
Tarapaca,382773,42225,2020-06-24,51,11,0,62,"16,19758969",5504,4,84,"1,526162791",862,71,174,0,2020-03-23,94,36,318,17889,"19,49685535","5,002821673",11,642,436,0,0,0,0,0
Antofagasta,691854,126049,2020-06-24,202,31,3,236,"34,11124312",7227,13,113,"1,563581016",1670,200,338,0,2020-03-14,103,79,558,24162,"42,29390681","5,24640385",6,285,255,0,0,0,0,0
Atacama,314709,75176,2020-06-24,30,6,2,38,"12,07464674",785,0,2,"0,2547770701",259,54,72,0,2020-03-14,103,10,181,9879,"20,99447514","5,987395035",6,257,119,0,0,0,0,0
Coquimbo,836096,40579,2020-06-24,35,5,14,54,"6,458588487",2539,1,18,"0,7089405278",630,122,310,0,2020-03-19,98,26,262,13192,"20,61068702","6,508397623",8,452,190,0,0,0,0,0
Valparaiso,1960170,16396,2020-06-24,258,18,10,286,"14,59057123",10187,17,187,"1,835672916",2005,1127,2445,0,2020-03-16,101,121,832,42024,"34,375","8,023881801",12,1091,422,0,0,0,0,0
Metropolitana,8125072,15403,2020-06-24,1916,141,293,2350,"28,92282062",203211,170,4065,"2,000383837",22732,6711,20458,0,2020-03-04,113,1482,6547,592537,"35,89430273","7,524680209",32,3924,2184,0,0,0,0,0
OHiggins,991063,16387,2020-06-24,213,10,26,249,"25,124538",4610,7,59,"1,279826464",1782,453,689,0,2020-03-19,98,68,468,14136,"53,20512821","5,268766172",4,179,118,0,0,0,0,0
Maule,1131939,30296,2020-06-24,134,16,3,153,"13,51662943",4657,3,36,"0,7730298475",1262,156,291,0,2020-03-03,114,70,689,31637,"22,20609579","4,850831751",10,344,241,0,0,0,0,0
Nuble,511551,13178,2020-06-24,20,4,0,24,"4,691614326",2219,1,29,"1,306894998",400,209,332,0,2020-03-12,105,15,278,16979,"8,633093525","5,272984219",5,204,192,0,0,0,0,0
Biobio,1663696,23890,2020-06-24,109,15,12,136,"8,174570354",5464,5,40,"0,7320644217",1788,410,731,0,2020-03-09,108,64,1266,72268,"10,74249605","5,520313487",13,707,399,0,0,0,0,0
Araucania,1014343,31842,2020-06-24,9,1,0,10,"0,9858598127",3037,1,40,"1,317089233",279,49,127,0,2020-03-16,101,19,200,30196,5,"5,000882129",6,365,206,0,0,0,0,0
Los Rios,405835,18429,2020-06-24,4,0,0,4,"0,9856222356",629,0,10,"1,589825119",112,22,40,0,2020-03-16,101,10,138,10464,"2,898550725","4,354114195",4,152,75,0,0,0,0,0
Los Lagos,891440,48583,2020-06-24,16,0,1,17,"1,907026833",1483,1,18,"1,2137559",286,75,106,0,2020-03-07,110,30,562,50955,"3,024911032","5,058927603",6,236,119,0,0,0,0,0
Aysen,107297,108494,2020-06-24,0,0,0,0,0,28,0,0,0,4,0,0,0,2020-03-14,103,0,127,3263,0,"3,037189166",2,23,5,0,0,0,0,0
Magallanes,178362,132033,2020-06-24,0,0,0,0,0,1363,0,15,"1,100513573",165,1,21,0,2020-03-17,100,2,34,8027,0,"5,12427514",8,149,90,0,0,0,0,0
Total,19458310,755839,2020-06-24,3020,264,365,3649,"18,75291328",254416,226,4731,"1,859552858",34592,9674,26184,0,2020-03-03,114,2046,12575,947079,"29,01789264","6,487598518",141,9277,5267,0,0,0,0,0
Arica y Parinacota,252110,16873,2020-06-23,23,0,0,23,"9,123001864",1443,0,12,"0,8316008316",359,13,47,0,2020-03-19,97,13,126,9356,"18,25396825","5,22379704",6,239,221,0,0,0,0,0
Tarapaca,382773,42225,2020-06-23,65,18,4,87,"22,72887586",5442,0,80,"1,470047777",927,74,167,0,2020-03-23,93,34,334,17571,"26,04790419","4,943323669",11,642,433,0,0,0,0,0
Antofagasta,691854,126049,2020-06-23,227,27,29,283,"40,90458392",6991,0,100,"1,430410528",1659,187,316,0,2020-03-14,102,79,568,23604,"49,82394366","6,466268476",6,285,270,0,0,0,0,0
Atacama,314709,75176,2020-06-23,13,15,1,29,"9,214861984",747,0,2,"0,2677376171",251,49,69,0,2020-03-14,102,7,183,9698,"15,84699454","5,955648178",6,257,103,0,0,0,0,0
Coquimbo,836096,40579,2020-06-23,46,4,7,57,"6,817398959",2485,0,17,"0,6841046278",674,108,286,0,2020-03-19,97,23,254,12930,"22,44094488","6,360517455",8,452,203,0,0,0,0,0
Valparaiso,1960170,16396,2020-06-23,245,12,29,286,"14,59057123",9901,0,170,"1,716998283",1948,1063,2243,0,2020-03-16,100,119,811,41192,"35,26510481","7,722374539",10,1017,360,0,0,0,0,0
Metropolitana,8125072,15403,2020-06-23,1994,178,297,2469,"30,38742303",200861,3,3895,"1,939151951",23867,6560,19500,0,2020-03-04,112,1467,7325,585990,"33,70648464","7,388786074",32,3924,2152,0,0,0,0,0
OHiggins,991063,16387,2020-06-23,148,18,9,175,"17,65780783",4361,0,52,"1,192387067",1649,402,618,0,2020-03-19,97,58,391,13668,"44,75703325","5,228273776",4,180,107,0,0,0,0,0
Maule,1131939,30296,2020-06-23,121,27,1,149,"13,1632535",4504,0,33,"0,7326820604",1249,188,339,0,2020-03-03,113,67,576,30948,"25,86805556","4,897575347",10,388,251,0,0,0,0,0
Nuble,511551,13178,2020-06-23,14,0,0,14,"2,736775023",2195,0,28,"1,275626424",408,212,309,0,2020-03-12,104,17,164,16701,"8,536585366","5,249682664",5,204,189,0,0,0,0,0
Biobio,1663696,23890,2020-06-23,130,27,13,170,"10,21821294",5328,0,35,"0,6569069069",1820,426,726,0,2020-03-09,107,68,1192,71002,"14,26174497","5,476908361",14,729,430,0,0,0,0,0
Araucania,1014343,31842,2020-06-23,16,2,0,18,"1,774547663",3027,0,39,"1,288404361",302,47,119,0,2020-03-16,100,18,181,29996,"9,944751381","4,902227279",6,365,206,0,0,0,0,0
Los Rios,405835,18429,2020-06-23,4,0,0,4,"0,9856222356",625,0,10,"1,6",117,18,36,0,2020-03-16,100,6,169,10326,"2,366863905","4,239128685",4,152,63,0,0,0,0,0
Los Lagos,891440,48583,2020-06-23,26,3,0,29,"3,253163421",1466,0,17,"1,159618008",285,55,85,0,2020-03-07,109,30,273,50393,"10,62271062","4,898509402",6,236,114,0,0,0,0,0
Aysen,107297,108494,2020-06-23,0,0,0,0,0,28,0,0,0,5,0,0,0,2020-03-14,102,1,14,3136,0,"2,997644214",2,23,4,0,0,0,0,0
Magallanes,178362,132033,2020-06-23,6,5,0,11,"6,167232931",1363,0,15,"1,100513573",172,1,21,0,2020-03-17,99,2,146,7993,"7,534246575","5,161951957",8,149,83,0,0,0,0,0
Total,19458310,755839,2020-06-23,3078,336,390,3804,"19,54948811",250767,3,4505,"1,796488374",35692,9403,24881,0,2020-03-03,113,2009,12707,934504,"29,93625561","6,417507893",138,9242,5189,0,0,0,0,0
Arica y Parinacota,252110,16873,2020-06-22,46,3,0,49,"19,43596049",1420,0,12,"0,8450704225",375,16,44,0,2020-03-19,96,14,168,9230,"29,16666667","5,174492123",6,239,239,0,0,0,0,0
Tarapaca,382773,42225,2020-06-22,76,16,5,97,"25,34139033",5355,0,80,"1,493930906",992,83,155,0,2020-03-23,92,35,370,17237,"26,21621622","4,877410034",11,642,374,0,0,0,0,0
Antofagasta,691854,126049,2020-06-22,218,24,5,247,"35,70117395",6708,0,100,"1,490757305",1588,169,250,0,2020-03-14,101,78,667,23036,"37,03148426","6,151031379",6,285,250,0,0,0,0,0
Atacama,314709,75176,2020-06-22,28,7,0,35,"11,12138515",718,0,2,"0,278551532",246,37,43,0,2020-03-14,101,7,271,9515,"12,91512915","5,761412473",6,257,103,0,0,0,0,0
Coquimbo,836096,40579,2020-06-22,53,6,10,69,"8,252640845",2428,0,17,"0,7001647446",691,99,161,0,2020-03-19,96,22,375,12676,"18,4","6,507383219",8,452,194,0,0,0,0,0
Valparaiso,1960170,16396,2020-06-22,259,21,37,317,"16,17206671",9615,0,170,"1,768070723",1974,1106,2087,0,2020-03-16,99,123,1129,40381,"28,07794508","7,791767509",10,1017,379,0,0,0,0,0
Metropolitana,8125072,15403,2020-06-22,2411,218,397,3026,"37,2427469",198392,22,3892,"1,961772652",25101,7204,17636,0,2020-03-04,111,1469,10013,578665,"30,22071307","7,219772039",32,3924,2187,0,0,0,0,0
OHiggins,991063,16387,2020-06-22,192,25,17,234,"23,61101161",4186,0,52,"1,242236025",1641,352,466,0,2020-03-19,96,59,368,13277,"63,58695652","4,952695914",4,180,106,0,0,0,0,0
Maule,1131939,30296,2020-06-22,122,14,9,145,"12,80987756",4355,0,33,"0,757749713",1287,200,315,0,2020-03-03,112,66,761,30372,"19,05387648","4,836769482",10,388,229,0,0,0,0,0
Nuble,511551,13178,2020-06-22,22,0,0,22,"4,300646465",2181,0,28,"1,283814764",437,219,279,0,2020-03-12,103,20,226,16537,"9,734513274","5,440138331",5,204,149,0,0,0,0,0
Biobio,1663696,23890,2020-06-22,190,44,13,247,"14,84646233",5158,1,35,"0,6785575805",1793,408,655,0,2020-03-09,106,66,2056,69810,"12,01361868","5,552916651",14,729,405,0,0,0,0,0
Araucania,1014343,31842,2020-06-22,32,7,1,40,"3,943439251",3009,0,39,"1,296111665",343,56,101,0,2020-03-16,99,16,571,29815,"7,00525394","5,027413141",6,365,206,0,0,0,0,0
Los Rios,405835,18429,2020-06-22,7,4,0,11,"2,710461148",621,0,10,"1,610305958",129,19,31,0,2020-03-16,99,6,179,10157,"6,145251397","4,315024927",4,152,55,0,0,0,0,0
Los Lagos,891440,48583,2020-06-22,44,3,5,52,"5,833258548",1437,0,17,"1,183020181",291,59,66,0,2020-03-07,108,29,1401,50120,"3,711634547","4,87216694",6,236,117,0,0,0,0,0
Aysen,107297,108494,2020-06-22,0,0,0,0,0,28,0,0,0,6,0,0,0,2020-03-14,101,1,31,3122,0,"2,996067949",2,23,4,0,0,0,0,0
Magallanes,178362,132033,2020-06-22,10,7,0,17,"9,531178166",1352,0,15,"1,109467456",170,2,18,0,2020-03-17,98,3,59,7847,"28,81355932","5,017984118",8,149,76,0,0,0,0,0
Total,19458310,755839,2020-06-22,3710,399,499,4608,"23,68139885",246963,23,4502,"1,822945138",37064,10029,22307,0,2020-03-03,112,2014,18645,921797,"24,71440064","6,343453764",138,9242,5073,0,0,0,0,0
Arica y Parinacota,252110,16873,2020-06-21,43,3,0,46,"18,24600373",1371,0,12,"0,875273523",354,20,49,0,2020-03-19,95,14,214,9062,"21,4953271","4,575452693",6,239,239,0,0,0,0,0
Tarapaca,382773,42225,2020-06-21,92,20,3,115,"30,04391637",5258,1,80,"1,521491061",982,87,150,0,2020-03-23,91,36,371,16867,"30,99730458","4,115958962",11,642,374,0,0,0,0,0
Antofagasta,691854,126049,2020-06-21,208,21,17,246,"35,55663478",6461,6,100,"1,547748027",1513,153,228,0,2020-03-14,100,78,583,22369,"42,19554031","4,946021199",6,285,237,0,0,0,0,0
Atacama,314709,75176,2020-06-21,28,4,1,33,"10,48587743",683,1,2,"0,2928257687",232,34,37,0,2020-03-14,100,7,255,9244,"12,94117647","4,90722852",6,257,103,0,0,0,0,0
Coquimbo,836096,40579,2020-06-21,67,15,4,86,"10,28590018",2359,1,17,"0,7206443408",681,98,151,0,2020-03-19,95,19,370,12301,"23,24324324","5,404593574",8,452,191,0,0,0,0,0
Valparaiso,1960170,16396,2020-06-21,246,17,21,284,"14,48853926",9298,12,170,"1,828350183",1911,1145,2026,0,2020-03-16,98,129,949,39252,"29,92623815","6,341075126",10,1017,373,0,0,0,0,0
Metropolitana,8125072,15403,2020-06-21,2775,288,726,3789,"46,63343291",195366,155,3870,"1,980897393",25797,7678,17412,0,2020-03-04,110,1459,11315,568652,"33,48652232","5,862572393",32,3924,2171,0,0,0,0,0
OHiggins,991063,16387,2020-06-21,238,88,13,339,"34,20569631",3952,2,52,"1,315789474",1533,305,408,0,2020-03-19,95,59,654,12909,"51,83486239","4,048195744",4,180,106,0,0,0,0,0
Maule,1131939,30296,2020-06-21,181,62,9,252,"22,26268377",4210,1,33,"0,783847981",1272,212,308,0,2020-03-03,111,61,987,29611,"25,53191489","3,869219536",10,460,239,0,0,0,0,0
Nuble,511551,13178,2020-06-21,17,7,0,24,"4,691614326",2159,1,28,"1,296896711",459,228,297,0,2020-03-12,102,18,294,16311,"8,163265306","4,483800758",5,204,142,0,0,0,0,0
Biobio,1663696,23890,2020-06-21,193,33,27,253,"15,20710514",4911,2,34,"0,6923233557",1688,408,639,0,2020-03-09,105,68,1892,67754,"13,37209302","4,376316205",14,729,351,0,0,0,0,0
Araucania,1014343,31842,2020-06-21,37,11,1,49,"4,830713082",2969,0,39,"1,313573594",335,47,92,0,2020-03-16,98,15,473,29244,"10,35940803","3,820061707",6,365,206,0,0,0,0,0
Los Rios,405835,18429,2020-06-21,18,3,0,21,"5,174516737",610,0,10,"1,639344262",125,18,29,0,2020-03-16,98,6,275,9978,"7,636363636","3,404053249",4,152,55,0,0,0,0,0
Los Lagos,891440,48583,2020-06-21,28,13,9,50,"5,60890245",1385,2,17,"1,227436823",261,46,53,0,2020-03-07,107,23,1263,48719,"3,958828187","3,771363644",6,236,120,0,0,0,0,0
Aysen,107297,108494,2020-06-21,0,0,0,0,0,28,0,0,0,6,0,0,0,2020-03-14,100,1,50,3091,0,"2,301873313",2,23,2,0,0,0,0,0
Magallanes,178362,132033,2020-06-21,10,9,1,20,"11,21315078",1335,0,15,"1,123595506",158,3,18,0,2020-03-17,97,3,170,7788,"11,76470588","3,981212738",8,149,64,0,0,0,0,0
Total,19458310,755839,2020-06-21,4181,594,832,5607,"28,81545211",242355,184,4479,"1,848115368",37307,10482,21897,0,2020-03-03,111,1996,20115,903152,"27,87472036","5,129999222",138,9314,4973,0,0,0,0,0
Arica y Parinacota,252110,16873,2020-06-20,29,1,0,30,"11,89956765",1325,0,12,"0,9056603774",0,0,0,0,2020-03-19,94,15,201,8848,"14,92537313","5,044046",6,239,239,0,0,0,0,0
Tarapaca,382773,42225,2020-06-20,124,19,5,148,"38,66521411",5143,8,79,"1,536068443",0,0,0,0,2020-03-23,90,38,484,16496,"30,5785124","4,49186169",11,642,373,0,0,0,0,0
Antofagasta,691854,126049,2020-06-20,322,45,20,387,"55,93665716",6215,1,94,"1,512469831",0,0,0,0,2020-03-14,99,68,814,21786,"47,54299754","5,46155752",6,285,209,0,0,0,0,0
Atacama,314709,75176,2020-06-20,22,4,1,27,"8,579354261",650,1,1,"0,1538461538",0,0,0,0,2020-03-14,99,7,303,8989,"8,910891089","5,382216462",5,212,44,0,0,0,0,0
Coquimbo,836096,40579,2020-06-20,62,11,5,78,"9,32907226",2273,0,16,"0,7039155301",0,0,0,0,2020-03-19,94,21,364,11931,"21,42857143","6,124833936",8,452,153,0,0,0,0,0
Valparaiso,1960170,16396,2020-06-20,226,21,9,256,"13,06009173",9014,8,158,"1,752828933",0,0,0,0,2020-03-16,97,122,781,38303,"32,77848912","7,126113646",10,1017,352,0,0,0,0,0
Metropolitana,8125072,15403,2020-06-20,3074,225,304,3603,"44,34422243",191577,170,3715,"1,939168063",0,0,0,0,2020-03-04,109,1437,11662,557337,"30,89521523","6,522696056",33,3924,1949,0,0,0,0,0
OHiggins,991063,16387,2020-06-20,263,28,11,302,"30,47233122",3613,4,50,"1,383891503",0,0,0,0,2020-03-19,94,57,474,12255,"63,71308017","4,496487335",4,180,83,0,0,0,0,0
Maule,1131939,30296,2020-06-20,134,12,5,151,"13,33994146",3958,5,32,"0,8084891359",0,0,0,0,2020-03-03,110,59,762,28624,"19,81627297","4,450287176",9,390,266,0,0,0,0,0
Nuble,511551,13178,2020-06-20,23,8,1,32,"6,255485768",2135,2,27,"1,264637002",0,0,0,0,2020-03-12,101,14,358,16017,"8,938547486","5,002362023",5,204,131,0,0,0,0,0
Biobio,1663696,23890,2020-06-20,222,25,10,257,"15,44753368",4658,1,32,"0,6869901245",0,0,0,0,2020-03-09,104,66,1692,65862,"15,1891253","4,937958612",13,540,352,0,0,0,0,0
Araucania,1014343,31842,2020-06-20,14,8,1,23,"2,267477569",2920,1,39,"1,335616438",0,0,0,0,2020-03-16,97,15,470,28771,"4,893617021","4,377395984",6,365,203,0,0,0,0,0
Los Rios,405835,18429,2020-06-20,8,2,0,10,"2,464055589",589,0,10,"1,697792869",0,0,0,0,2020-03-16,97,1,358,9703,"2,793296089","3,80262021",4,152,40,0,0,0,0,0
Los Lagos,891440,48583,2020-06-20,33,3,1,37,"4,150587813",1335,1,15,"1,123595506",0,0,0,0,2020-03-07,106,26,1095,47456,"3,378995434","4,376808409",6,240,117,0,0,0,0,0
Aysen,107297,108494,2020-06-20,1,0,0,1,"0,9319925068",28,0,0,0,0,0,0,0,2020-03-14,99,1,73,3041,"1,369863014","2,635625642",2,23,2,0,0,0,0,0
Magallanes,178362,132033,2020-06-20,7,6,0,13,"7,288548009",1315,0,15,"1,140684411",0,0,0,0,2020-03-17,96,4,189,7618,"6,878306878","4,859653133",8,149,63,0,0,0,0,0
Total,19458310,755839,2020-06-20,4564,418,373,5355,"27,52037561",236748,202,4295,"1,814165273",0,0,0,0,2020-03-03,110,1951,20080,883037,"26,66832669","5,748442732",136,9014,4576,0,0,0,0,0
Arica y Parinacota,252110,16873,2020-06-19,52,4,0,56,"22,21252628",1295,0,12,"0,9266409266",0,0,0,0,2020-03-19,93,15,231,8647,"24,24242424","5,316813963",6,239,238,0,0,0,0,0
Tarapaca,382773,42225,2020-06-19,108,14,4,126,"32,91768228",4995,3,71,"1,421421421",0,0,0,0,2020-03-23,89,42,384,16012,"32,8125","5,026603723",10,651,376,0,0,0,0,0
Antofagasta,691854,126049,2020-06-19,256,33,11,300,"43,36174973",5828,6,93,"1,595744681",0,0,0,0,2020-03-14,98,75,651,20972,"46,08294931","5,986955279",6,285,185,0,0,0,0,0
Atacama,314709,75176,2020-06-19,25,12,0,37,"11,75689288",623,0,0,0,0,0,0,0,2020-03-14,98,7,251,8686,"14,74103586","6,003352038",3,287,44,0,0,0,0,0
Coquimbo,836096,40579,2020-06-19,99,9,11,119,"14,23281537",2195,1,16,"0,728929385",0,0,0,0,2020-03-19,93,18,338,11567,"35,20710059","6,748975687",8,452,159,0,0,0,0,0
Valparaiso,1960170,16396,2020-06-19,239,21,25,285,"14,53955524",8758,7,150,"1,712719799",0,0,0,0,2020-03-16,96,116,781,37522,"36,49167734","8,239741271",10,1348,325,0,0,0,0,0
Metropolitana,8125072,15403,2020-06-19,3518,367,536,4421,"54,41182552",187974,226,3545,"1,885899114",0,0,0,0,2020-03-04,108,1411,11557,545675,"38,25387211","7,534266147",33,3924,1888,0,0,0,0,0
OHiggins,991063,16387,2020-06-19,233,12,49,294,"29,66511715",3311,2,46,"1,389308366",0,0,0,0,2020-03-19,93,52,471,11781,"62,42038217","6,094425401",4,180,84,0,0,0,0,0
Maule,1131939,30296,2020-06-19,173,37,5,215,"18,99395639",3807,2,27,"0,7092198582",0,0,0,0,2020-03-03,109,56,923,27862,"23,2936078","5,753291564",8,392,265,0,0,0,0,0
Nuble,511551,13178,2020-06-19,84,41,4,129,"25,217427",2103,1,25,"1,188777936",0,0,0,0,2020-03-12,100,15,394,15659,"32,74111675","5,839677277",5,204,121,0,0,0,0,0
